train_params/lambda_sparsity,train/grad_norm,train_params/lambda_orient,train_params/lambda_opaque,train/loss_opaque,lr-Adam/geometry,step,train/max_step,train/loss_orient,epoch,train/loss_sparsity,lr-Adam/background,train_params/lambda_sds,train/loss_sds,train/min_step
,,,,,0.01,1645,,,,,0.001,,,
1.0,24.5715274810791,335.7099914550781,0.0,0.0759398490190506,,1645,980.0,0.040119655430316925,0,0.5045498609542847,,1.0,301.87994384765625,20.0
,,,,,0.01,1646,,,,,0.001,,,
1.0,99.16191864013672,335.9079895019531,0.0,0.1260889172554016,,1646,980.0,0.05414661392569542,0,0.4965914487838745,,1.0,4916.54296875,20.0
,,,,,0.01,1647,,,,,0.001,,,
1.0,98.2498550415039,336.1059875488281,0.0,0.06938157975673676,,1647,980.0,0.0455055795609951,0,0.3557228147983551,,1.0,4826.51708984375,20.0
,,,,,0.01,1648,,,,,0.001,,,
1.0,24.561460494995117,336.3039855957031,0.0,0.06490951776504517,,1648,980.0,0.042942747473716736,0,0.32997944951057434,,1.0,301.6326904296875,20.0
,,,,,0.01,1649,,,,,0.001,,,
1.0,124.92790222167969,336.50201416015625,0.0,0.1472843587398529,,1649,980.0,0.045989565551280975,0,0.645575761795044,,1.0,7803.490234375,20.0
,,,,,0.01,1650,,,,,0.001,,,
1.0,61.22254180908203,336.70001220703125,0.0,0.1031801775097847,,1650,980.0,0.045020535588264465,0,0.7027863264083862,,1.0,1874.0997314453125,20.0
,,,,,0.01,1651,,,,,0.001,,,
1.0,9.35410213470459,336.89801025390625,0.0,0.11416429281234741,,1651,980.0,0.045004915446043015,0,0.636709988117218,,1.0,43.749610900878906,20.0
,,,,,0.01,1652,,,,,0.001,,,
1.0,52.5323371887207,337.09600830078125,0.0,0.08575820177793503,,1652,980.0,0.04604756087064743,0,0.603113055229187,,1.0,1379.8232421875,20.0
,,,,,0.01,1653,,,,,0.001,,,
1.0,53.154151916503906,337.29400634765625,0.0,0.11752840876579285,,1653,980.0,0.043131984770298004,0,0.5712141394615173,,1.0,1412.681884765625,20.0
,,,,,0.01,1654,,,,,0.001,,,
1.0,50.56708526611328,337.49200439453125,0.0,0.058699820190668106,,1654,980.0,0.041021086275577545,0,0.3399786353111267,,1.0,1278.51513671875,20.0
,,,,,0.01,1655,,,,,0.001,,,
1.0,42.581398010253906,337.69000244140625,0.0,0.07546418905258179,,1655,980.0,0.04143702611327171,0,0.5136144161224365,,1.0,906.5877685546875,20.0
,,,,,0.01,1656,,,,,0.001,,,
1.0,139.12200927734375,337.88800048828125,0.0,0.09715233743190765,,1656,980.0,0.04062071815133095,0,0.597053050994873,,1.0,9677.4677734375,20.0
,,,,,0.01,1657,,,,,0.001,,,
1.0,210.1511993408203,338.08599853515625,0.0,0.12119811028242111,,1657,980.0,0.040121547877788544,0,0.7439359426498413,,1.0,22081.763671875,20.0
,,,,,0.01,1658,,,,,0.001,,,
1.0,24.934206008911133,338.28399658203125,0.0,0.09330536425113678,,1658,980.0,0.03825017437338829,0,0.529521107673645,,1.0,310.8572998046875,20.0
,,,,,0.01,1659,,,,,0.001,,,
1.0,58.20392990112305,338.48199462890625,0.0,0.06940577924251556,,1659,980.0,0.03999742493033409,0,0.4069086015224457,,1.0,1693.848876953125,20.0
,,,,,0.01,1660,,,,,0.001,,,
1.0,8.928739547729492,338.67999267578125,0.0,0.04355167597532272,,1660,980.0,0.04463272541761398,0,0.2833915948867798,,1.0,39.86119842529297,20.0
,,,,,0.01,1661,,,,,0.001,,,
1.0,172.88897705078125,338.87799072265625,0.0,0.08588424324989319,,1661,980.0,0.03555712476372719,0,0.5975972414016724,,1.0,14945.298828125,20.0
,,,,,0.01,1662,,,,,0.001,,,
1.0,133.95681762695312,339.07598876953125,0.0,0.06082095205783844,,1662,980.0,0.038493767380714417,0,0.3744509220123291,,1.0,8972.21484375,20.0
,,,,,0.01,1663,,,,,0.001,,,
1.0,17.278249740600586,339.27398681640625,0.0,0.072952039539814,,1663,980.0,0.03819655254483223,0,0.9159995913505554,,1.0,149.2689666748047,20.0
,,,,,0.01,1664,,,,,0.001,,,
1.0,190.7279052734375,339.47198486328125,0.0,0.061565037816762924,,1664,980.0,0.044876765459775925,0,0.5809500217437744,,1.0,18188.56640625,20.0
,,,,,0.01,1665,,,,,0.001,,,
1.0,166.2347869873047,339.6700134277344,0.0,0.10238219052553177,,1665,980.0,0.04877191409468651,0,0.6086663007736206,,1.0,13817.0,20.0
,,,,,0.01,1666,,,,,0.001,,,
1.0,100.17852783203125,339.8680114746094,0.0,0.07834260165691376,,1666,980.0,0.040964920073747635,0,0.5497565269470215,,1.0,5017.86865234375,20.0
,,,,,0.01,1667,,,,,0.001,,,
1.0,29.319873809814453,340.0660095214844,0.0,0.09107686579227448,,1667,980.0,0.0384596511721611,0,0.6927446722984314,,1.0,429.8275146484375,20.0
,,,,,0.01,1668,,,,,0.001,,,
1.0,246.07261657714844,340.2640075683594,0.0,0.07147891819477081,,1668,980.0,0.03841956704854965,0,0.40857642889022827,,1.0,30275.8671875,20.0
,,,,,0.01,1669,,,,,0.001,,,
1.0,76.55780029296875,340.4620056152344,0.0,0.04955589398741722,,1669,980.0,0.042042482644319534,0,0.30272170901298523,,1.0,2930.54833984375,20.0
,,,,,0.01,1670,,,,,0.001,,,
1.0,170.20986938476562,340.6600036621094,0.0,0.09250260889530182,,1670,980.0,0.04215795174241066,0,0.6048614382743835,,1.0,14485.7001953125,20.0
,,,,,0.01,1671,,,,,0.001,,,
1.0,199.66900634765625,340.8580017089844,0.0,0.09428948909044266,,1671,980.0,0.03813352435827255,0,0.8169171214103699,,1.0,19933.857421875,20.0
,,,,,0.01,1672,,,,,0.001,,,
1.0,26.9328556060791,341.0559997558594,0.0,0.10742653906345367,,1672,980.0,0.0424315445125103,0,0.5582154989242554,,1.0,362.6893310546875,20.0
,,,,,0.01,1673,,,,,0.001,,,
1.0,274.16552734375,341.2539978027344,0.0,0.06255932152271271,,1673,980.0,0.04577449709177017,0,0.426215797662735,,1.0,37583.37109375,20.0
,,,,,0.01,1674,,,,,0.001,,,
1.0,17.562877655029297,341.4519958496094,0.0,0.08834557235240936,,1674,980.0,0.04686064273118973,0,0.4994605481624603,,1.0,154.22732543945312,20.0
,,,,,0.01,1675,,,,,0.001,,,
1.0,15.668118476867676,341.6499938964844,0.0,0.057557471096515656,,1675,980.0,0.036327801644802094,0,0.4083840250968933,,1.0,122.74497985839844,20.0
,,,,,0.01,1676,,,,,0.001,,,
1.0,63.661170959472656,341.8479919433594,0.0,0.09473083168268204,,1676,980.0,0.04165826365351677,0,0.4632912874221802,,1.0,2026.3724365234375,20.0
,,,,,0.01,1677,,,,,0.001,,,
1.0,286.7301025390625,342.0459899902344,0.0,0.1073978990316391,,1677,980.0,0.03863730654120445,0,0.45502710342407227,,1.0,41107.078125,20.0
,,,,,0.01,1678,,,,,0.001,,,
1.0,31.130264282226562,342.2439880371094,0.0,0.12187384814023972,,1678,980.0,0.043930135667324066,0,0.7184603214263916,,1.0,484.54669189453125,20.0
,,,,,0.01,1679,,,,,0.001,,,
1.0,15.49159049987793,342.4419860839844,0.0,0.10428889095783234,,1679,980.0,0.04545602947473526,0,0.5389284491539001,,1.0,119.99468994140625,20.0
,,,,,0.01,1680,,,,,0.001,,,
1.0,12.022700309753418,342.6400146484375,0.0,0.07260473072528839,,1680,980.0,0.04615449532866478,0,0.37239766120910645,,1.0,72.27265930175781,20.0
,,,,,0.01,1681,,,,,0.001,,,
1.0,247.54188537597656,342.8380126953125,0.0,0.07195402681827545,,1681,980.0,0.04475834593176842,0,0.5829788446426392,,1.0,30638.4921875,20.0
,,,,,0.01,1682,,,,,0.001,,,
1.0,19.757118225097656,343.0360107421875,0.0,0.09890416264533997,,1682,980.0,0.03960796445608139,0,0.6498388648033142,,1.0,195.171875,20.0
,,,,,0.01,1683,,,,,0.001,,,
1.0,189.9783935546875,343.2340087890625,0.0,0.07790112495422363,,1683,980.0,0.05278414487838745,0,0.3769724667072296,,1.0,18045.89453125,20.0
,,,,,0.01,1684,,,,,0.001,,,
1.0,137.26792907714844,343.4320068359375,0.0,0.05790287256240845,,1684,980.0,0.04506418853998184,0,0.45902788639068604,,1.0,9421.2421875,20.0
,,,,,0.01,1685,,,,,0.001,,,
1.0,38.91257858276367,343.6300048828125,0.0,0.05639681965112686,,1685,980.0,0.048135772347450256,0,0.2987349331378937,,1.0,757.0943603515625,20.0
,,,,,0.01,1686,,,,,0.001,,,
1.0,111.92032623291016,343.8280029296875,0.0,0.10372903943061829,,1686,980.0,0.046831823885440826,0,0.44544053077697754,,1.0,6263.080078125,20.0
,,,,,0.01,1687,,,,,0.001,,,
1.0,270.4515686035156,344.0260009765625,0.0,0.10517247021198273,,1687,980.0,0.037820424884557724,0,0.5004680752754211,,1.0,36572.0234375,20.0
,,,,,0.01,1688,,,,,0.001,,,
1.0,206.16793823242188,344.2239990234375,0.0,0.07364033907651901,,1688,980.0,0.050673142075538635,0,0.3699132204055786,,1.0,21252.609375,20.0
,,,,,0.01,1689,,,,,0.001,,,
1.0,119.47978973388672,344.4219970703125,0.0,0.08056332170963287,,1689,980.0,0.050214435905218124,0,0.7053049206733704,,1.0,7137.71044921875,20.0
,,,,,0.01,1690,,,,,0.001,,,
1.0,3.736924648284912,344.6199951171875,0.0,0.09421797096729279,,1690,980.0,0.04932571202516556,0,0.3736473321914673,,1.0,6.982302665710449,20.0
,,,,,0.01,1691,,,,,0.001,,,
1.0,96.59249114990234,344.8179931640625,0.0,0.1174355000257492,,1691,980.0,0.05039631202816963,0,0.6647892594337463,,1.0,4665.0546875,20.0
,,,,,0.01,1692,,,,,0.001,,,
1.0,176.01373291015625,345.0159912109375,0.0,0.07681428641080856,,1692,980.0,0.05664223060011864,0,0.4517394006252289,,1.0,15490.41796875,20.0
,,,,,0.01,1693,,,,,0.001,,,
1.0,158.2470245361328,345.2139892578125,0.0,0.11657300591468811,,1693,980.0,0.04889131337404251,0,0.7221522331237793,,1.0,12521.0615234375,20.0
,,,,,0.01,1694,,,,,0.001,,,
1.0,167.33966064453125,345.4119873046875,0.0,0.09952320158481598,,1694,980.0,0.049869343638420105,0,0.5152930617332458,,1.0,14001.28125,20.0
,,,,,0.01,1695,,,,,0.001,,,
1.0,83.47598266601562,345.6099853515625,0.0,0.11372077465057373,,1695,980.0,0.048091642558574677,0,0.5995811223983765,,1.0,3484.1201171875,20.0
,,,,,0.01,1696,,,,,0.001,,,
1.0,121.43283081054688,345.8080139160156,0.0,0.06508427113294601,,1696,980.0,0.051006853580474854,0,0.32130327820777893,,1.0,7372.96533203125,20.0
,,,,,0.01,1697,,,,,0.001,,,
1.0,141.9373779296875,346.0060119628906,0.0,0.14573097229003906,,1697,980.0,0.05396299064159393,0,0.7271995544433594,,1.0,10073.109375,20.0
,,,,,0.01,1698,,,,,0.001,,,
1.0,65.43011474609375,346.2040100097656,0.0,0.09328370541334152,,1698,980.0,0.04710179567337036,0,0.3723103702068329,,1.0,2140.5498046875,20.0
,,,,,0.01,1699,,,,,0.001,,,
1.0,221.2185821533203,346.4020080566406,0.0,0.08790426701307297,,1699,980.0,0.044804539531469345,0,0.5841502547264099,,1.0,24468.83203125,20.0
,,,,,0.01,1700,,,,,0.001,,,
1.0,88.44017028808594,346.6000061035156,0.0,0.11522176861763,,1700,980.0,0.04977651312947273,0,0.5081881880760193,,1.0,3910.83203125,20.0
,,,,,0.01,1701,,,,,0.001,,,
1.0,60.18935012817383,346.7980041503906,0.0,0.12832920253276825,,1701,980.0,0.052545152604579926,0,0.5068522691726685,,1.0,1811.37890625,20.0
,,,,,0.01,1702,,,,,0.001,,,
1.0,89.72667694091797,346.9960021972656,0.0,0.10335239768028259,,1702,980.0,0.05167494714260101,0,0.3986499607563019,,1.0,4025.43798828125,20.0
,,,,,0.01,1703,,,,,0.001,,,
1.0,152.9735107421875,347.1940002441406,0.0,0.09103302657604218,,1703,980.0,0.0535881333053112,0,0.44264328479766846,,1.0,11700.447265625,20.0
,,,,,0.01,1704,,,,,0.001,,,
1.0,75.68500518798828,347.3919982910156,0.0,0.14367929100990295,,1704,980.0,0.05914914980530739,0,0.7872139811515808,,1.0,2864.10986328125,20.0
,,,,,0.01,1705,,,,,0.001,,,
1.0,50.82035446166992,347.5899963378906,0.0,0.1421944499015808,,1705,980.0,0.04974639043211937,0,0.5490105152130127,,1.0,1291.3541259765625,20.0
,,,,,0.01,1706,,,,,0.001,,,
1.0,138.4329376220703,347.7879943847656,0.0,0.11370642483234406,,1706,980.0,0.054469600319862366,0,0.4707075357437134,,1.0,9581.8388671875,20.0
,,,,,0.01,1707,,,,,0.001,,,
1.0,238.1508331298828,347.9859924316406,0.0,0.08118239045143127,,1707,980.0,0.05487126484513283,0,0.31957077980041504,,1.0,28357.91015625,20.0
,,,,,0.01,1708,,,,,0.001,,,
1.0,28.517776489257812,348.1839904785156,0.0,0.13099700212478638,,1708,980.0,0.05834981054067612,0,0.763144314289093,,1.0,406.63177490234375,20.0
,,,,,0.01,1709,,,,,0.001,,,
1.0,143.6451873779297,348.3819885253906,0.0,0.11121232062578201,,1709,980.0,0.044408757239580154,0,0.6227584481239319,,1.0,10316.970703125,20.0
,,,,,0.01,1710,,,,,0.001,,,
1.0,188.29798889160156,348.5799865722656,0.0,0.12284573912620544,,1710,980.0,0.054054178297519684,0,0.5829136371612549,,1.0,17728.06640625,20.0
,,,,,0.01,1711,,,,,0.001,,,
1.0,31.485191345214844,348.77801513671875,0.0,0.14481526613235474,,1711,980.0,0.05191514268517494,0,0.5478566288948059,,1.0,495.65863037109375,20.0
,,,,,0.01,1712,,,,,0.001,,,
1.0,144.0394287109375,348.97601318359375,0.0,0.06374141573905945,,1712,980.0,0.04189937189221382,0,0.37403935194015503,,1.0,10373.677734375,20.0
,,,,,0.01,1713,,,,,0.001,,,
1.0,127.85723876953125,349.17401123046875,0.0,0.1303715705871582,,1713,980.0,0.0604860782623291,0,0.5202462077140808,,1.0,8173.73681640625,20.0
,,,,,0.01,1714,,,,,0.001,,,
1.0,181.821533203125,349.37200927734375,0.0,0.12437468767166138,,1714,980.0,0.059157826006412506,0,0.4299497604370117,,1.0,16529.53515625,20.0
,,,,,0.01,1715,,,,,0.001,,,
1.0,140.1241455078125,349.57000732421875,0.0,0.1544988602399826,,1715,980.0,0.05722997710108757,0,0.6841310262680054,,1.0,9817.388671875,20.0
,,,,,0.01,1716,,,,,0.001,,,
1.0,62.00221633911133,349.76800537109375,0.0,0.141529381275177,,1716,980.0,0.05874885618686676,0,0.6185145378112793,,1.0,1922.137451171875,20.0
,,,,,0.01,1717,,,,,0.001,,,
1.0,236.3096160888672,349.96600341796875,0.0,0.16722655296325684,,1717,980.0,0.06582602858543396,0,0.6286302804946899,,1.0,27921.1171875,20.0
,,,,,0.01,1718,,,,,0.001,,,
1.0,201.0137176513672,350.16400146484375,0.0,0.16865281760692596,,1718,980.0,0.0561889111995697,0,0.6426488161087036,,1.0,20203.255859375,20.0
,,,,,0.01,1719,,,,,0.001,,,
1.0,316.3984680175781,350.36199951171875,0.0,0.1966390311717987,,1719,980.0,0.056072212755680084,0,0.769745945930481,,1.0,50053.9921875,20.0
,,,,,0.01,1720,,,,,0.001,,,
1.0,146.12643432617188,350.55999755859375,0.0,0.17285150289535522,,1720,980.0,0.05689927935600281,0,0.7218596935272217,,1.0,10676.466796875,20.0
,,,,,0.01,1721,,,,,0.001,,,
1.0,148.58790588378906,350.75799560546875,0.0,0.11256558448076248,,1721,980.0,0.053648561239242554,0,0.48506051301956177,,1.0,11039.1826171875,20.0
,,,,,0.01,1722,,,,,0.001,,,
1.0,32.71404266357422,350.95599365234375,0.0,0.12648598849773407,,1722,980.0,0.05333826690912247,0,0.5348344445228577,,1.0,535.104248046875,20.0
,,,,,0.01,1723,,,,,0.001,,,
1.0,89.46417999267578,351.15399169921875,0.0,0.09626910090446472,,1723,980.0,0.05066923052072525,0,0.33677878975868225,,1.0,4001.919921875,20.0
,,,,,0.01,1724,,,,,0.001,,,
1.0,62.21307373046875,351.35198974609375,0.0,0.1211932972073555,,1724,980.0,0.0506218746304512,0,0.40681377053260803,,1.0,1935.233154296875,20.0
,,,,,0.01,1725,,,,,0.001,,,
1.0,152.21316528320312,351.54998779296875,0.0,0.12742015719413757,,1725,980.0,0.05759798735380173,0,0.4138486385345459,,1.0,11584.423828125,20.0
,,,,,0.01,1726,,,,,0.001,,,
1.0,134.41847229003906,351.74798583984375,0.0,0.11416620016098022,,1726,980.0,0.05515209212899208,0,0.43851009011268616,,1.0,9034.1630859375,20.0
,,,,,0.01,1727,,,,,0.001,,,
1.0,213.9879913330078,351.9460144042969,0.0,0.10640481114387512,,1727,980.0,0.049738138914108276,0,0.3756091594696045,,1.0,22895.4296875,20.0
,,,,,0.01,1728,,,,,0.001,,,
1.0,71.01437377929688,352.1440124511719,0.0,0.07322763651609421,,1728,980.0,0.06110144779086113,0,0.27555543184280396,,1.0,2521.5205078125,20.0
,,,,,0.01,1729,,,,,0.001,,,
1.0,232.78248596191406,352.3420104980469,0.0,0.13186322152614594,,1729,980.0,0.0490759015083313,0,0.5586687326431274,,1.0,27093.841796875,20.0
,,,,,0.01,1730,,,,,0.001,,,
1.0,10.291604995727539,352.5400085449219,0.0,0.14169876277446747,,1730,980.0,0.0543961338698864,0,0.5819566249847412,,1.0,52.95856475830078,20.0
,,,,,0.01,1731,,,,,0.001,,,
1.0,109.7170181274414,352.7380065917969,0.0,0.14041391015052795,,1731,980.0,0.05043518915772438,0,0.5463343858718872,,1.0,6018.912109375,20.0
,,,,,0.01,1732,,,,,0.001,,,
1.0,146.19650268554688,352.9360046386719,0.0,0.09942572563886642,,1732,980.0,0.0504678376019001,0,0.44637978076934814,,1.0,10686.7099609375,20.0
,,,,,0.01,1733,,,,,0.001,,,
1.0,213.2928466796875,353.1340026855469,0.0,0.08753301203250885,,1733,980.0,0.046124882996082306,0,0.4471079111099243,,1.0,22746.91796875,20.0
,,,,,0.01,1734,,,,,0.001,,,
1.0,139.17864990234375,353.3320007324219,0.0,0.11755061149597168,,1734,980.0,0.04960167780518532,0,0.47002631425857544,,1.0,9685.34765625,20.0
,,,,,0.01,1735,,,,,0.001,,,
1.0,152.36135864257812,353.5299987792969,0.0,0.08861130475997925,,1735,980.0,0.046278782188892365,0,0.4066208600997925,,1.0,11606.9921875,20.0
,,,,,0.01,1736,,,,,0.001,,,
1.0,14.333588600158691,353.7279968261719,0.0,0.12718234956264496,,1736,980.0,0.05233108624815941,0,0.6112223863601685,,1.0,102.72588348388672,20.0
,,,,,0.01,1737,,,,,0.001,,,
1.0,110.63560485839844,353.9259948730469,0.0,0.08707323670387268,,1737,980.0,0.049366023391485214,0,0.3661044239997864,,1.0,6120.11865234375,20.0
,,,,,0.01,1738,,,,,0.001,,,
1.0,28.540857315063477,354.1239929199219,0.0,0.10527356714010239,,1738,980.0,0.051904987543821335,0,0.6304854154586792,,1.0,407.290283203125,20.0
,,,,,0.01,1739,,,,,0.001,,,
1.0,136.64295959472656,354.3219909667969,0.0,0.07593448460102081,,1739,980.0,0.043011706322431564,0,0.4591723084449768,,1.0,9335.6494140625,20.0
,,,,,0.01,1740,,,,,0.001,,,
1.0,310.6325378417969,354.5199890136719,0.0,0.09999985247850418,,1740,980.0,0.05136286839842796,0,0.4361785650253296,,1.0,48246.28515625,20.0
,,,,,0.01,1741,,,,,0.001,,,
1.0,25.487295150756836,354.7179870605469,0.0,0.07832971215248108,,1741,980.0,0.058313921093940735,0,0.3965352177619934,,1.0,324.8011474609375,20.0
,,,,,0.01,1742,,,,,0.001,,,
1.0,191.9421844482422,354.9159851074219,0.0,0.09790493547916412,,1742,980.0,0.052577584981918335,0,0.743709921836853,,1.0,18420.90234375,20.0
,,,,,0.01,1743,,,,,0.001,,,
1.0,133.63111877441406,355.114013671875,0.0,0.09978257119655609,,1743,980.0,0.053879354149103165,0,0.46969836950302124,,1.0,8928.638671875,20.0
,,,,,0.01,1744,,,,,0.001,,,
1.0,139.32830810546875,355.31201171875,0.0,0.08394540846347809,,1744,980.0,0.04969670623540878,0,0.4783710837364197,,1.0,9706.1884765625,20.0
,,,,,0.01,1745,,,,,0.001,,,
1.0,59.91133117675781,355.510009765625,0.0,0.11268892139196396,,1745,980.0,0.04385627433657646,0,0.4668368399143219,,1.0,1794.6837158203125,20.0
,,,,,0.01,1746,,,,,0.001,,,
1.0,82.4601821899414,355.7080078125,0.0,0.07508828490972519,,1746,980.0,0.03211478516459465,0,0.8274405002593994,,1.0,3399.8408203125,20.0
,,,,,0.01,1747,,,,,0.001,,,
1.0,78.7426528930664,355.906005859375,0.0,0.07973229140043259,,1747,980.0,0.0416894257068634,0,0.6826719045639038,,1.0,3100.203125,20.0
,,,,,0.01,1748,,,,,0.001,,,
1.0,46.82411193847656,356.10400390625,0.0,0.07811715453863144,,1748,980.0,0.04131529852747917,0,0.3624565601348877,,1.0,1096.2486572265625,20.0
,,,,,0.01,1749,,,,,0.001,,,
1.0,231.41220092773438,356.302001953125,0.0,0.10784927010536194,,1749,980.0,0.03347223997116089,0,0.5514968633651733,,1.0,26775.8046875,20.0
,,,,,0.01,1750,,,,,0.001,,,
1.0,141.18505859375,356.5,0.0,0.10384386777877808,,1750,980.0,0.051116496324539185,0,0.43869346380233765,,1.0,9966.611328125,20.0
,,,,,0.01,1751,,,,,0.001,,,
1.0,186.17315673828125,356.697998046875,0.0,0.12949776649475098,,1751,980.0,0.05025682598352432,0,0.5966296792030334,,1.0,17330.22265625,20.0
,,,,,0.01,1752,,,,,0.001,,,
1.0,10.877978324890137,356.89599609375,0.0,0.08924621343612671,,1752,980.0,0.04937625676393509,0,0.37764477729797363,,1.0,59.16520309448242,20.0
,,,,,0.01,1753,,,,,0.001,,,
1.0,161.7346954345703,357.093994140625,0.0,0.09458620846271515,,1753,980.0,0.04151815176010132,0,0.39324572682380676,,1.0,13079.0546875,20.0
,,,,,0.01,1754,,,,,0.001,,,
1.0,35.489540100097656,357.2919921875,0.0,0.08804166316986084,,1754,980.0,0.04366368055343628,0,0.4564725160598755,,1.0,629.753662109375,20.0
,,,,,0.01,1755,,,,,0.001,,,
1.0,15.322364807128906,357.489990234375,0.0,0.07279328256845474,,1755,980.0,0.04875800013542175,0,0.3445678949356079,,1.0,117.38743591308594,20.0
,,,,,0.01,1756,,,,,0.001,,,
1.0,63.05972671508789,357.68798828125,0.0,0.08115001767873764,,1756,980.0,0.044288694858551025,0,0.407731294631958,,1.0,1988.2646484375,20.0
,,,,,0.01,1757,,,,,0.001,,,
1.0,105.502685546875,357.885986328125,0.0,0.07891714572906494,,1757,980.0,0.04644767567515373,0,0.5903424024581909,,1.0,5565.408203125,20.0
,,,,,0.01,1758,,,,,0.001,,,
1.0,128.3951873779297,358.0840148925781,0.0,0.09653890132904053,,1758,980.0,0.048305995762348175,0,0.5108277201652527,,1.0,8242.662109375,20.0
,,,,,0.01,1759,,,,,0.001,,,
1.0,177.85162353515625,358.2820129394531,0.0,0.1035858541727066,,1759,980.0,0.04400121048092842,0,0.5813854932785034,,1.0,15815.5986328125,20.0
,,,,,0.01,1760,,,,,0.001,,,
1.0,240.9607391357422,358.4800109863281,0.0,0.11252884566783905,,1760,980.0,0.04200584441423416,0,0.5288392901420593,,1.0,29031.0390625,20.0
,,,,,0.01,1761,,,,,0.001,,,
1.0,220.13040161132812,358.6780090332031,0.0,0.0624525286257267,,1761,980.0,0.04019559547305107,0,0.31571364402770996,,1.0,24228.6953125,20.0
,,,,,0.01,1762,,,,,0.001,,,
1.0,88.89249420166016,358.8760070800781,0.0,0.09822700917720795,,1762,980.0,0.04242676496505737,0,0.5023878216743469,,1.0,3950.9375,20.0
,,,,,0.01,1763,,,,,0.001,,,
1.0,103.01548767089844,359.0740051269531,0.0,0.11110121011734009,,1763,980.0,0.050482168793678284,0,0.4598543643951416,,1.0,5306.095703125,20.0
,,,,,0.01,1764,,,,,0.001,,,
1.0,159.10476684570312,359.2720031738281,0.0,0.07264827936887741,,1764,980.0,0.043458517640829086,0,0.5175105929374695,,1.0,12657.1640625,20.0
,,,,,0.01,1765,,,,,0.001,,,
1.0,15.905669212341309,359.4700012207031,0.0,0.12031599879264832,,1765,980.0,0.05086150020360947,0,0.7946324944496155,,1.0,126.49515533447266,20.0
,,,,,0.01,1766,,,,,0.001,,,
1.0,63.142059326171875,359.6679992675781,0.0,0.11386999487876892,,1766,980.0,0.04125095158815384,0,0.447687566280365,,1.0,1993.459716796875,20.0
,,,,,0.01,1767,,,,,0.001,,,
1.0,6.242504119873047,359.8659973144531,0.0,0.12561461329460144,,1767,980.0,0.04780593886971474,0,0.524992823600769,,1.0,19.484426498413086,20.0
,,,,,0.01,1768,,,,,0.001,,,
1.0,314.17926025390625,360.0639953613281,0.0,0.11146169900894165,,1768,980.0,0.048291172832250595,0,0.6181491613388062,,1.0,49354.3046875,20.0
,,,,,0.01,1769,,,,,0.001,,,
1.0,73.3635482788086,360.2619934082031,0.0,0.10330365598201752,,1769,980.0,0.048774603754282,0,0.4568144679069519,,1.0,2691.10498046875,20.0
,,,,,0.01,1770,,,,,0.001,,,
1.0,262.2551574707031,360.4599914550781,0.0,0.07861354947090149,,1770,980.0,0.04237167164683342,0,0.3456372916698456,,1.0,34388.8828125,20.0
,,,,,0.01,1771,,,,,0.001,,,
1.0,304.52801513671875,360.6579895019531,0.0,0.14800626039505005,,1771,980.0,0.05239011347293854,0,0.553846001625061,,1.0,46368.65234375,20.0
,,,,,0.01,1772,,,,,0.001,,,
1.0,156.44886779785156,360.8559875488281,0.0,0.08843284100294113,,1772,980.0,0.04999028146266937,0,0.41565531492233276,,1.0,12238.123046875,20.0
,,,,,0.01,1773,,,,,0.001,,,
1.0,230.66041564941406,361.0539855957031,0.0,0.10106326639652252,,1773,980.0,0.04546906799077988,0,0.4753802716732025,,1.0,26602.115234375,20.0
,,,,,0.01,1774,,,,,0.001,,,
1.0,220.98602294921875,361.25201416015625,0.0,0.09906472265720367,,1774,980.0,0.050994984805583954,0,0.43840640783309937,,1.0,24417.412109375,20.0
,,,,,0.01,1775,,,,,0.001,,,
1.0,133.6322479248047,361.45001220703125,0.0,0.0974796786904335,,1775,980.0,0.05176057294011116,0,0.49551549553871155,,1.0,8928.7890625,20.0
,,,,,0.01,1776,,,,,0.001,,,
1.0,133.914306640625,361.64801025390625,0.0,0.13099727034568787,,1776,980.0,0.0436859056353569,0,0.5599610805511475,,1.0,8966.521484375,20.0
,,,,,0.01,1777,,,,,0.001,,,
1.0,151.3606719970703,361.84600830078125,0.0,0.11769144982099533,,1777,980.0,0.04284149780869484,0,0.5025424957275391,,1.0,11455.02734375,20.0
,,,,,0.01,1778,,,,,0.001,,,
1.0,67.0021743774414,362.04400634765625,0.0,0.07524877786636353,,1778,980.0,0.053028516471385956,0,0.3171020746231079,,1.0,2244.645751953125,20.0
,,,,,0.01,1779,,,,,0.001,,,
1.0,116.81495666503906,362.24200439453125,0.0,0.05110180377960205,,1779,980.0,0.04874531924724579,0,0.3045085668563843,,1.0,6822.8671875,20.0
,,,,,0.01,1780,,,,,0.001,,,
1.0,29.452829360961914,362.44000244140625,0.0,0.09570126235485077,,1780,980.0,0.053554825484752655,0,0.4543446898460388,,1.0,433.7345886230469,20.0
,,,,,0.01,1781,,,,,0.001,,,
1.0,29.298154830932617,362.63800048828125,0.0,0.0986967459321022,,1781,980.0,0.04931862652301788,0,0.5139538049697876,,1.0,429.19091796875,20.0
,,,,,0.01,1782,,,,,0.001,,,
1.0,184.52987670898438,362.83599853515625,0.0,0.1545831561088562,,1782,980.0,0.04436642676591873,0,0.6942147016525269,,1.0,17025.63671875,20.0
,,,,,0.01,1783,,,,,0.001,,,
